Apoyos,Votos,Comuna,Year,Categoria,Viabilidad
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Comuna 15,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Educacion,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Comuna 13,2018',Cultura,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Educacion,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Comuna 1,2018',Movilidad y transito,Sin decidir
1,0,Comuna 7,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Comuna 10,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Comuna 11,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Comuna 11,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Comuna 2,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Deportes y calidad de vida,Sin decidir
1,0,Toda la ciudad,2018',Cultura,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Toda la ciudad,2018',Arte urbano,Sin decidir
1,0,Comuna 9,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Deportes y calidad de vida,Sin decidir
1,0,Comuna 9,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Comuna 1,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Deportes y calidad de vida,Sin decidir
1,0,Toda la ciudad,2018',Reciclado,Sin decidir
1,0,Comuna 4,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Reciclado,Sin decidir
1,0,Comuna 5,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Comuna 8,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Cultura,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Comuna 4,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Comuna 10,2018',Plazas y parques,Sin decidir
1,0,Comuna 1,2018',Movilidad y transito,Sin decidir
1,0,Comuna 1,2018',Deportes y calidad de vida,Sin decidir
1,0,Comuna 13,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Comuna 8,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Comuna 5,2018',Movilidad y transito,Sin decidir
1,0,Comuna 12,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Reciclado,Sin decidir
1,0,Comuna 11,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Comuna 12,2018',Movilidad y transito,Sin decidir
1,0,Comuna 12,2018',Innovacion,Sin decidir
1,0,Comuna 13,2018',Plazas y parques,Sin decidir
1,0,Comuna 5,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Comuna 6,2018',Movilidad y transito,Sin decidir
1,0,Comuna 15,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Cultura,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Comuna 5,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Educacion,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Toda la ciudad,2018',Educacion,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Cultura,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Comuna 3,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Deportes y calidad de vida,Sin decidir
1,0,Toda la ciudad,2018',Educacion,Sin decidir
1,0,Comuna 1,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Educacion,Sin decidir
1,0,Toda la ciudad,2018',Educacion,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Inviable
1,0,Toda la ciudad,2018',Educacion,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Deportes y calidad de vida,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Educacion,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Comuna 13,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Deportes y calidad de vida,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Deportes y calidad de vida,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Comuna 11,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Deportes y calidad de vida,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Toda la ciudad,2018',Deportes y calidad de vida,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Reciclado,Sin decidir
1,0,Comuna 3,2018',Seguridad,Sin decidir
1,0,Comuna 1,2018',Movilidad y transito,Sin decidir
1,0,Comuna 8,2018',Reciclado,Sin decidir
1,0,Comuna 8,2018',Seguridad,Sin decidir
1,0,Toda la ciudad,2018',Cultura,Sin decidir
1,0,Comuna 4,2018',Plazas y parques,Sin decidir
1,0,Comuna 14,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Comuna 11,2018',Movilidad y transito,Sin decidir
1,0,Comuna 3,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Comuna 5,2018',Movilidad y transito,Sin decidir
1,0,Comuna 3,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Comuna 10,2018',Deportes y calidad de vida,Sin decidir
1,0,Toda la ciudad,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Comuna 9,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Deportes y calidad de vida,Sin decidir
1,0,Comuna 11,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Comuna 9,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Comuna 6,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Cultura,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Comuna 15,2018',Plazas y parques,Sin decidir
1,0,Comuna 13,2018',Plazas y parques,Sin decidir
1,0,Comuna 1,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Educacion,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Deportes y calidad de vida,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Comuna 11,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Comuna 7,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Toda la ciudad,2018',Cultura,Sin decidir
1,0,Comuna 6,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Educacion,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Deportes y calidad de vida,Sin decidir
1,0,Toda la ciudad,2018',Cultura,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Comuna 3,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Comuna 4,2018',Deportes y calidad de vida,Sin decidir
1,0,Toda la ciudad,2018',Deportes y calidad de vida,Sin decidir
1,0,Toda la ciudad,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Inviable
1,0,Comuna 3,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Arte urbano,Sin decidir
1,0,Comuna 8,2018',Reciclado,Sin decidir
1,0,Comuna 8,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Comuna 8,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Educacion,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Comuna 8,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Comuna 8,2018',Movilidad y transito,Sin decidir
1,0,Comuna 10,2018',Cultura,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Comuna 3,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Comuna 8,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Comuna 1,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Educacion,Sin decidir
1,0,Comuna 5,2018',Deportes y calidad de vida,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Comuna 8,2018',Movilidad y transito,Sin decidir
1,0,Comuna 6,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Comuna 11,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Ferias y Mercados,Sin decidir
1,0,Comuna 6,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Comuna 4,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Comuna 5,2018',Reciclado,Sin decidir
1,0,Comuna 4,2018',Movilidad y transito,Sin decidir
1,0,Comuna 14,2018',Movilidad y transito,Sin decidir
1,0,Comuna 6,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Deportes y calidad de vida,Sin decidir
1,0,Toda la ciudad,2018',Deportes y calidad de vida,Sin decidir
1,0,Toda la ciudad,2018',Deportes y calidad de vida,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Deportes y calidad de vida,Sin decidir
1,0,Toda la ciudad,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Comuna 4,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Comuna 3,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Toda la ciudad,2018',Deportes y calidad de vida,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Toda la ciudad,2018',Plazas y parques,Sin decidir
1,0,Comuna 11,2018',Deportes y calidad de vida,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Educacion,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Comuna 12,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Comuna 7,2018',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Comuna 7,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Educacion,Sin decidir
1,0,Toda la ciudad,2018',Educacion,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Ferias y Mercados,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
1,0,Toda la ciudad,2018',Seguridad,Sin decidir
1,0,Comuna 8,2018',Reciclado,Sin decidir
1,0,Toda la ciudad,2018',Movilidad y transito,Sin decidir
1,0,Comuna 14,2018',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2018',Mascotas,Sin decidir
1,0,Toda la ciudad,2018',Innovacion,Sin decidir
